FIPS	relig	civic	bus	pol	prof	labor	bowl	fitns	golf	sport	pop	respn	nccs	assn	pvote
47067	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6619	0.302160447	0.73	13	0.41721044
47069	38	N/A	2	N/A	N/A	N/A	N/A	3	1	N/A	25941	1.696156663	0.76	77	0.627268357
47071	28	2	1	N/A	N/A	2	1	4	3	N/A	25843	1.586503115	0.76	96	0.638149094
47073	44	2	1	N/A	N/A	1	1	1	1	N/A	56558	0.901729198	0.82	106	0.55231001
47075	38	2	N/A	N/A	N/A	N/A	N/A	1	1	N/A	18196	2.308199604	0.79	57	0.626002812
47077	17	1	N/A	N/A	N/A	N/A	N/A	4	1	N/A	28017	0.82093015	0.78	60	0.547866834
47079	40	8	3	N/A	N/A	2	N/A	2	3	N/A	32261	1.797836397	0.77	146	0.528304234
47081	10	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	24388	0.492045268	0.81	68	0.534411248
47083	9	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	N/A	8258	1.210946961	0.79	31	0.55797235
47085	20	1	1	N/A	N/A	2	N/A	N/A	2	N/A	18128	1.434245366	0.79	93	0.541502288
47087	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11478	0.261369577	0.79	26	0.497148289
47089	46	3	1	N/A	N/A	N/A	N/A	N/A	3	N/A	52680	1.006074412	0.8	178	0.568252427
47091	28	1	N/A	N/A	N/A	N/A	N/A	1	1	N/A	17917	1.730200368	0.77	57	0.54916216
47093	395	39	12	N/A	7	27	N/A	44	13	1	448617	1.199241224	0.79	1805	0.600467127
47095	8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7664	1.043841336	0.75	14	0.495253916
47097	20	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	27335	0.804828974	0.74	53	0.601564664
47099	42	3	1	N/A	N/A	1	1	N/A	2	N/A	42323	1.181390733	0.77	114	0.568276017
47101	11	1	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	11872	1.095013477	0.81	40	0.567250755
47103	25	1	2	N/A	N/A	1	N/A	3	N/A	N/A	33589	0.952692846	0.78	96	0.643858883
47105	52	1	2	N/A	1	1	N/A	5	6	N/A	50722	1.340641142	0.81	146	0.666193825
47107	67	5	2	N/A	N/A	3	1	N/A	4	N/A	52684	1.556449776	0.76	163	0.5787629
47109	29	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	26149	1.185513786	0.78	98	0.623457575
47111	8	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	23012	0.478011472	0.8	41	0.515914525
47113	128	11	5	2	1	5	2	13	6	1	98089	1.773899214	0.76	357	0.62320283
47115	19	N/A	1	1	1	N/A	N/A	1	1	N/A	28396	0.845189463	0.73	49	0.513593526
47117	24	2	2	1	N/A	N/A	N/A	2	N/A	N/A	31301	0.990383694	0.8	86	0.583940415
47119	74	3	4	N/A	N/A	4	N/A	6	4	N/A	85598	1.109839015	0.79	342	0.720969856
47121	10	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	11724	1.108836575	0.76	34	0.50885751
47123	41	1	1	N/A	N/A	1	N/A	2	2	N/A	45386	1.057594853	0.78	136	0.523804944
47125	104	5	2	N/A	N/A	7	2	16	2	N/A	189795	0.727100292	0.73	390	0.544151623
47127	4	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6336	0.789141414	0.81	12	0.610069747
47129	16	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21757	0.781357724	0.8	50	0.542633072
47131	36	1	3	N/A	N/A	3	1	3	3	N/A	30884	1.618961274	0.79	122	0.58493079
47133	15	1	N/A	N/A	1	N/A	N/A	1	1	N/A	21981	0.864382876	0.82	53	0.535719279
47135	6	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7843	1.02001785	0.76	31	0.47533551
47137	4	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5084	0.983477577	0.77	20	0.591226802
47139	23	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	16711	1.555861409	0.77	45	0.527879422
47141	61	5	4	N/A	N/A	2	N/A	9	4	N/A	74467	1.141445204	0.77	322	0.581302574
47143	34	N/A	2	N/A	N/A	N/A	1	2	1	N/A	32652	1.225039814	0.76	97	0.528258592
47145	66	2	N/A	1	N/A	3	N/A	3	3	N/A	52756	1.478504815	0.79	151	0.592166222
47147	62	2	5	N/A	N/A	1	1	1	3	N/A	67983	1.103216981	0.77	175	0.645730988
47149	165	7	7	N/A	3	2	2	18	4	N/A	289147	0.719357282	0.75	773	0.636665185
47151	14	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	N/A	21994	0.682004183	0.78	47	0.455246808
47153	6	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	14778	0.473677088	0.79	50	0.599161035
47155	81	1	5	N/A	1	1	N/A	6	2	2	94889	1.043324305	0.71	279	0.588918646
47157	613	59	28	3	16	44	4	76	18	3	938405	0.920711207	0.7	8031	0.619565163
47159	11	N/A	N/A	N/A	N/A	1	N/A	N/A	1	N/A	19040	0.682773109	0.81	55	0.553066958
47161	10	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13268	0.979801025	0.76	49	0.5801951
47163	177	14	9	N/A	1	6	2	23	5	N/A	156803	1.511450674	0.79	801	0.670582044
47165	112	7	6	N/A	2	3	2	16	6	N/A	172870	0.89084283	0.79	475	0.633913592
47167	52	2	2	N/A	N/A	N/A	N/A	3	2	N/A	61812	0.986863392	0.79	141	0.60043385
47169	3	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8002	0.499875031	0.78	26	0.531467252
47171	25	2	1	N/A	N/A	2	N/A	2	N/A	N/A	17928	1.784917448	0.8	68	0.610020661
47173	7	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	18984	0.526759376	0.74	38	0.529481239
47175	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5611	0.356442702	0.82	7	0.489882854
47177	37	3	4	N/A	N/A	N/A	2	2	N/A	N/A	40038	1.198861082	0.77	121	0.565820363
47179	133	11	5	N/A	3	5	2	8	2	N/A	125862	1.342740462	0.79	522	0.629251166
47181	13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16842	0.771879824	0.76	38	0.518231627
47183	50	4	1	N/A	N/A	1	N/A	N/A	2	N/A	34142	1.698787417	0.77	138	0.580974806
47185	18	N/A	1	N/A	N/A	N/A	N/A	1	2	N/A	26350	0.834914611	0.8	53	0.546421953
47187	173	12	7	3	15	N/A	1	38	6	N/A	205334	1.241879085	0.82	1316	0.714842879
47189	96	6	5	N/A	1	5	1	9	5	N/A	125418	1.020587157	0.78	368	0.678725816
48001	50	6	2	1	N/A	N/A	1	2	2	N/A	57742	1.10837865	0.65	200	0.611912131
48003	10	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	17457	0.687403334	0.71	50	0.541893362
48005	84	7	4	N/A	N/A	5	1	5	1	N/A	87875	1.217638691	0.7	364	0.575987996
48007	11	3	2	N/A	N/A	N/A	N/A	2	2	N/A	24933	0.802149761	0.71	115	0.607441919
48009	8	2	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	8808	1.248864668	0.68	44	0.658652325
48011	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1948	2.05338809	0.59	15	0.653389238
48013	29	2	1	N/A	1	N/A	1	3	1	N/A	47812	0.794779553	0.58	133	0.525378929
48015	23	2	4	N/A	N/A	N/A	N/A	4	3	N/A	28994	1.241636201	0.68	203	0.646986948
48017	7	N/A	2	N/A	1	N/A	N/A	1	1	N/A	6960	1.724137931	0.64	24	0.514885172
48019	20	1	1	N/A	N/A	N/A	N/A	1	1	N/A	20916	1.147446931	0.5	147	0.637086986
48021	44	4	5	1	1	1	N/A	4	3	N/A	78148	0.806162666	0.73	380	0.613113276
48023	6	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3586	2.230897936	0.82	30	0.628751975
48025	16	2	2	N/A	N/A	N/A	1	3	1	N/A	32911	0.759624442	0.64	126	0.529289265
48027	183	29	14	N/A	2	7	2	30	2	N/A	329394	0.816651184	0.7	1060	0.527163544
48029	690	88	37	27	26	28	12	140	29	9	1860274	0.583784969	0.73	5259	0.559229091
48031	12	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	10798	1.389146138	0.53	94	0.691174427
48033	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	654	N/A	0.52	7	0.842227378
48035	25	2	2	N/A	N/A	N/A	N/A	N/A	1	N/A	17734	1.691665727	0.6	134	0.614177173
48037	98	11	2	N/A	3	6	1	9	2	N/A	93298	1.414821325	0.74	364	0.617795383
48039	171	11	11	2	N/A	5	3	24	8	N/A	338176	0.694904428	0.73	1099	0.597960841
48041	107	15	12	4	3	2	1	21	5	1	209201	0.81739571	0.71	747	0.611633295
48043	12	3	1	N/A	N/A	N/A	N/A	1	1	1	9148	2.076956712	0.55	94	0.570185786
48045	2	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	1535	1.954397394	0.52	17	0.615249781
48047	3	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	7242	0.690417012	0.65	27	0.362881305
48049	45	8	4	N/A	N/A	1	1	3	1	N/A	37625	1.674418605	0.71	190	0.618081099
48051	16	3	2	N/A	N/A	N/A	N/A	2	1	N/A	17270	1.389693109	0.56	118	0.59088413
48053	44	3	5	N/A	N/A	N/A	N/A	6	3	N/A	44441	1.372606377	0.73	232	0.630575161
48055	31	2	4	1	N/A	N/A	N/A	1	N/A	N/A	39797	0.979973365	0.68	161	0.532345727
48057	18	2	3	N/A	N/A	1	1	N/A	1	N/A	21791	1.193153137	0.53	115	0.531372392
48059	20	1	2	N/A	N/A	N/A	N/A	1	1	N/A	13520	1.849112426	0.71	51	0.585973616
48061	151	30	14	N/A	N/A	4	2	17	4	N/A	420400	0.528068506	0.63	776	0.426273221
48063	15	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	12617	1.347388444	0.74	51	0.602585488
48065	12	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	6007	2.497086732	0.66	30	0.648308051
48067	44	2	3	N/A	N/A	2	N/A	N/A	1	N/A	30274	1.717645504	0.66	118	0.622748164
48069	8	N/A	2	N/A	N/A	N/A	N/A	N/A	2	N/A	7805	1.537475977	0.62	30	0.509007927
48071	20	N/A	4	N/A	N/A	N/A	N/A	1	N/A	N/A	38132	0.655617329	0.66	104	0.602781755
48073	42	2	3	1	N/A	N/A	N/A	2	N/A	N/A	51052	0.97939356	0.61	199	0.595231065
48075	8	2	2	N/A	N/A	N/A	N/A	1	1	N/A	7065	1.981599434	0.65	59	0.559573872
48077	11	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10381	1.252287834	0.75	60	0.648915694
48079	5	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2923	2.394799863	0.72	14	0.505512679
48081	5	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	3242	2.159161012	0.43	16	0.60533104
48083	17	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	8413	2.377273268	0.62	50	0.576999339
48085	372	20	19	6	9	3	3	96	17	8	886052	0.624116869	0.78	2631	0.659924772
48087	4	1	1	N/A	N/A	N/A	N/A	1	1	N/A	3024	2.645502646	0.59	28	0.606860158
48089	25	2	6	N/A	N/A	N/A	N/A	1	2	N/A	20675	1.741233374	0.66	158	0.608060529
48091	84	11	5	1	3	2	5	16	1	N/A	123439	1.036949424	0.78	597	0.656061011
48093	15	N/A	3	N/A	N/A	N/A	N/A	N/A	1	N/A	13502	1.407198933	0.71	70	0.558579073
48095	2	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4045	0.741656366	0.48	23	0.590212264
48097	32	4	3	N/A	N/A	N/A	N/A	3	2	N/A	38828	1.133202843	0.74	163	0.613080998
48099	39	7	3	N/A	1	1	N/A	3	1	N/A	75507	0.728409287	0.72	195	0.466574873
48101	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1427	1.401541696	0.47	16	0.652288732
48103	4	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4927	1.014816318	0.71	7	0.528636176
48105	5	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	3781	2.11584237	0.47	17	0.563636364
48107	8	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5888	1.698369565	0.55	33	0.479474108
48109	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2266	1.3239188	0.5	10	0.499715748
48111	11	2	2	N/A	N/A	1	1	N/A	N/A	N/A	7108	2.391671356	0.61	58	0.493882807
48113	1234	137	86	23	51	48	8	189	35	7	2519625	0.721535943	0.71	11656	0.603088152
48115	19	2	2	N/A	N/A	N/A	N/A	N/A	1	N/A	13505	1.777119585	0.74	52	0.477076238
48117	14	4	1	N/A	N/A	N/A	N/A	1	1	N/A	19201	1.093693037	0.67	63	0.506643151
48119	5	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	5218	1.533154465	0.67	18	0.607465382
48121	307	23	14	3	5	5	4	65	17	2	754792	0.589566397	0.76	2293	0.627759592
48123	23	5	3	N/A	N/A	N/A	N/A	N/A	1	N/A	20668	1.548287207	0.69	124	0.555806749
48125	6	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2205	3.174603175	0.57	21	0.7432531
48127	6	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10995	0.727603456	0.47	31	0.418928623
48129	7	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	3522	2.555366269	0.5	28	0.621961102
48131	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11519	0.520878548	0.41	23	0.492070684
48133	18	3	3	N/A	N/A	N/A	N/A	N/A	2	N/A	18230	1.426220516	0.63	112	0.613836121
48135	80	18	5	N/A	2	1	2	12	3	N/A	154399	0.796637284	0.69	378	0.488395848
48137	3	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1879	2.128791911	0.35	22	0.56485623
48139	122	8	10	1	N/A	N/A	2	13	4	N/A	159365	1.003984564	0.76	586	0.60753032
48141	256	35	9	5	12	16	4	63	5	1	835545	0.485910394	0.74	1556	0.449297305
48143	38	3	4	N/A	N/A	N/A	1	3	2	N/A	40617	1.255631878	0.71	188	0.599634633
48145	19	2	2	1	N/A	N/A	N/A	N/A	1	N/A	17176	1.455519329	0.59	89	0.559168553
48147	38	2	2	N/A	N/A	2	N/A	2	3	N/A	33776	1.450734249	0.71	160	0.557022066
48149	39	2	6	N/A	N/A	N/A	2	1	2	N/A	24870	2.090872537	0.73	339	0.666729858
48151	8	N/A	1	N/A	N/A	1	N/A	N/A	1	N/A	3828	2.873563218	0.64	17	0.579509072
48153	11	2	2	N/A	N/A	N/A	N/A	N/A	1	N/A	5972	2.679169457	0.66	51	0.483758701
48155	2	N/A	1	N/A	1	N/A	N/A	N/A	N/A	N/A	1268	3.154574132	0.52	25	0.460037175
48157	232	12	8	3	4	1	2	49	14	N/A	686650	0.473312459	0.77	1892	0.646137406
48159	9	3	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10593	1.32162749	0.67	55	0.638901396
48161	19	2	1	N/A	N/A	2	N/A	2	1	N/A	19647	1.374255612	0.63	97	0.66420988
48163	11	N/A	2	N/A	N/A	N/A	N/A	1	N/A	N/A	18577	0.753620068	0.49	47	0.382716049
48165	24	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	19279	1.400487577	0.69	45	0.529496028
48167	154	25	13	3	2	11	1	27	7	N/A	314283	0.773188496	0.68	1267	0.593799729
48169	7	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6445	1.241272304	0.77	31	0.552407932
48171	31	7	4	N/A	N/A	N/A	N/A	1	N/A	N/A	25509	1.685679564	0.73	245	0.692566635
48173	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1291	0.774593338	0.54	7	0.744845361
48175	9	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	7507	1.598508059	0.62	47	0.627130939
48177	21	3	2	N/A	N/A	N/A	N/A	3	N/A	N/A	20413	1.420663303	0.6	116	0.486975398
48179	29	4	3	N/A	N/A	N/A	N/A	2	1	N/A	23419	1.665314488	0.71	144	0.575915822
48181	113	18	6	1	1	1	N/A	11	2	N/A	123419	1.239679466	0.72	525	0.569396168
48183	142	7	8	1	1	1	2	13	6	N/A	123159	1.469644931	0.7	678	0.608955268
48185	18	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	27069	0.77579519	0.6	104	0.574971589
48187	59	12	4	1	N/A	1	3	5	2	N/A	147272	0.590743658	0.78	420	0.623021365
48189	41	3	3	N/A	1	N/A	N/A	5	1	N/A	34602	1.560603433	0.69	158	0.444611831
48191	5	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	3105	2.254428341	0.54	26	0.54097561
48193	14	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	8190	2.075702076	0.62	85	0.638389648
48195	8	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	5537	1.986635362	0.69	32	0.637634059
48197	4	1	2	N/A	N/A	N/A	N/A	N/A	1	N/A	3934	2.033553635	0.73	26	0.572358346
48199	53	1	3	N/A	N/A	3	N/A	5	2	N/A	55540	1.206337775	0.7	159	0.601219547
48201	1607	120	103	22	47	89	18	342	47	7	4447577	0.540069346	0.72	14764	0.594289231
48203	59	3	4	N/A	1	6	N/A	4	3	N/A	66471	1.203532367	0.66	252	0.637080676
48205	8	N/A	N/A	N/A	N/A	N/A	N/A	2	1	N/A	6119	1.797679359	0.7	6	0.668180231
48207	10	N/A	2	N/A	N/A	N/A	N/A	1	N/A	N/A	5767	2.254204959	0.65	25	0.55090312
48209	83	5	13	N/A	2	N/A	1	17	3	N/A	185096	0.669922635	0.76	699	0.570204172
48211	7	N/A	1	N/A	N/A	N/A	N/A	1	N/A	N/A	4163	2.161902474	0.67	36	0.682496608
48213	66	5	3	N/A	N/A	N/A	2	8	3	N/A	79259	1.097667142	0.62	252	0.56040813
48215	219	18	16	3	5	8	4	33	6	2	831561	0.377603086	0.63	1153	0.45652395
48217	31	3	3	N/A	N/A	N/A	N/A	2	1	N/A	34731	1.151708848	0.64	177	0.54787355
48219	32	N/A	1	N/A	N/A	N/A	N/A	1	1	N/A	23599	1.483113691	0.68	67	0.529071492
48221	36	6	4	N/A	1	2	1	4	4	N/A	53904	1.07598694	0.78	241	0.644686025
48223	28	2	2	1	N/A	N/A	N/A	6	1	N/A	35857	1.115542293	0.74	140	0.600593388
48225	22	3	2	N/A	N/A	N/A	N/A	1	1	N/A	22731	1.27579077	0.61	119	0.618012189
48227	39	4	2	N/A	N/A	1	1	N/A	1	N/A	36551	1.313233564	0.71	113	0.513555017
48229	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3211	0.311429461	0.38	12	0.517386091
48231	89	8	2	1	N/A	2	1	6	4	N/A	88822	1.272207336	0.71	335	0.574868831
48233	32	2	2	N/A	N/A	1	1	3	2	N/A	21815	1.971120788	0.66	104	0.574201492
48235	4	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	1568	3.18877551	0.58	10	0.602907422
48237	11	1	2	N/A	N/A	N/A	N/A	N/A	1	N/A	8880	1.689189189	0.64	46	0.602944226
48239	14	1	3	N/A	N/A	N/A	N/A	N/A	1	N/A	14729	1.289972164	0.57	69	0.568953804
48241	40	1	3	N/A	N/A	2	N/A	1	1	N/A	35583	1.348958772	0.55	166	0.607970134
48243	6	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2185	3.203661327	0.47	23	0.759719567
48245	213	23	14	2	3	19	3	19	5	N/A	252439	1.192367265	0.69	1074	0.601819849
48247	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5245	0.190657769	0.42	10	0.438222923
48249	25	2	2	N/A	N/A	N/A	1	4	1	1	41378	0.870027551	0.63	126	0.43682028
48251	100	8	8	N/A	N/A	3	1	9	1	N/A	157213	0.826903628	0.76	573	0.597889428
48253	19	3	3	N/A	N/A	N/A	N/A	2	2	N/A	19816	1.463463868	0.73	75	0.55787153
48255	16	2	1	N/A	N/A	N/A	N/A	1	N/A	N/A	14857	1.34616679	0.61	67	0.534414506
48257	65	5	5	2	N/A	N/A	N/A	8	4	N/A	111295	0.799676535	0.78	383	0.581672371
48259	26	N/A	5	N/A	N/A	N/A	1	4	3	N/A	38761	1.006165992	0.76	277	0.691649489
48261	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	412	N/A	0.4	5	0.462603878
48263	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	783	3.831417625	0.49	4	0.646964856
48265	59	4	6	N/A	1	N/A	N/A	5	1	N/A	50512	1.504592968	0.7	383	0.665946308
48267	6	N/A	2	N/A	N/A	N/A	N/A	1	1	N/A	4435	2.254791432	0.44	32	0.642008823
48269	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	262	N/A	0.43	3	0.779569892
48271	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3505	0.570613409	0.49	16	0.601012231
48273	21	3	4	N/A	N/A	1	N/A	3	N/A	N/A	31999	1.000031251	0.68	139	0.503447886
48275	6	N/A	2	N/A	N/A	N/A	N/A	N/A	2	N/A	3850	2.597402597	0.57	21	0.654529692
48277	62	8	2	N/A	N/A	1	2	7	2	N/A	49457	1.698445114	0.72	235	0.595031314
48279	19	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13585	1.619433198	0.61	46	0.484313958
48281	24	2	2	N/A	N/A	N/A	N/A	2	N/A	N/A	20242	1.482066989	0.71	91	0.562153726
48283	4	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7473	0.802890405	0.37	26	0.411294353
48285	18	9	2	N/A	N/A	N/A	N/A	1	1	N/A	19692	1.574243348	0.73	174	0.632550336
48287	18	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16677	1.259219284	0.66	93	0.642598905
48289	24	1	5	N/A	N/A	N/A	N/A	1	N/A	N/A	16791	1.846227145	0.48	109	0.638092613
48291	62	4	6	N/A	N/A	1	N/A	N/A	1	N/A	78200	0.94629156	0.63	241	0.526552155
48293	22	1	2	N/A	N/A	1	N/A	N/A	N/A	N/A	23421	1.110114854	0.53	101	0.560180727
48295	9	N/A	1	1	N/A	N/A	N/A	N/A	N/A	N/A	3565	3.085553997	0.59	26	0.606438214
48297	11	N/A	2	N/A	N/A	N/A	N/A	1	N/A	N/A	12081	1.158844467	0.45	47	0.574280927
48299	21	N/A	4	N/A	1	N/A	N/A	2	2	N/A	19440	1.543209877	0.55	161	0.669796776
48301	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	87	N/A	0.61	N/A	0.520325203
48303	186	23	12	6	6	7	2	22	8	N/A	295039	0.921912018	0.74	1236	0.58560896
48305	12	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	5753	2.607335303	0.61	24	0.505678885
48307	13	2	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8200	2.073170732	0.66	93	0.575466256
48309	206	29	12	2	4	8	2	21	5	N/A	243088	1.188869874	0.71	1142	0.579887043
48311	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	804	1.243781095	0.41	11	0.685286104
48313	10	N/A	3	N/A	N/A	N/A	N/A	N/A	1	N/A	13852	1.010684378	0.58	56	0.606900708
48315	8	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10114	0.889855646	0.66	55	0.594227033
48317	8	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5450	1.651376147	0.59	19	0.540792541
48319	6	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	4073	2.209673459	0.51	53	0.680262703
48321	39	6	3	1	N/A	1	N/A	2	4	N/A	36469	1.535550742	0.54	251	0.567307243
48323	14	1	2	N/A	N/A	1	1	2	1	N/A	57188	0.38469609	0.63	60	0.378466499
48325	26	2	3	N/A	N/A	N/A	N/A	1	1	N/A	47876	0.689280642	0.69	171	0.587552627
48327	3	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	2150	2.790697674	0.41	29	0.518315018
48329	101	20	9	3	3	3	1	13	4	3	155990	1.025706776	0.74	644	0.605575471
48331	27	3	7	N/A	N/A	2	N/A	N/A	2	N/A	24254	1.690442814	0.68	193	0.56692154
48333	7	N/A	1	N/A	N/A	N/A	N/A	1	N/A	N/A	4886	1.841997544	0.52	45	0.640943506
48335	6	1	2	N/A	N/A	N/A	N/A	1	N/A	N/A	9081	1.101200308	0.61	40	0.505345843
48337	25	1	4	N/A	N/A	N/A	N/A	1	2	N/A	19428	1.69857937	0.74	118	0.601972662
48339	212	12	10	6	2	5	3	37	17	2	519054	0.589534037	0.76	1513	0.65330591
48341	25	3	1	N/A	N/A	1	N/A	N/A	N/A	N/A	22293	1.345713901	0.67	81	0.528968591
48343	17	N/A	3	N/A	N/A	1	N/A	N/A	1	N/A	12691	1.733511938	0.62	48	0.610985614
48345	4	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	1153	6.07111882	0.47	24	0.730816078
48347	49	6	2	N/A	1	1	N/A	5	1	N/A	65271	0.99584808	0.67	303	0.663464936
48349	35	5	2	N/A	N/A	N/A	1	3	1	1	48034	0.999292168	0.65	245	0.561508662
48351	11	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14146	0.848296338	0.46	52	0.649584947
48353	18	N/A	2	N/A	N/A	2	N/A	N/A	2	N/A	15105	1.588877855	0.7	64	0.53899623
48355	188	24	7	4	5	13	1	25	5	N/A	356494	0.762986193	0.7	1169	0.500645968
48357	17	2	2	N/A	N/A	N/A	N/A	1	N/A	N/A	10720	2.052238806	0.72	57	0.583772186
48359	3	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2072	2.413127413	0.6	21	0.630624093
48361	74	4	2	N/A	1	2	N/A	7	1	N/A	83519	1.089572433	0.7	260	0.606442382
48363	27	3	3	N/A	N/A	1	1	1	1	N/A	27976	1.322562196	0.6	150	0.541118516
48365	20	2	3	N/A	N/A	N/A	N/A	N/A	1	N/A	23839	1.090649776	0.64	127	0.643882175
48367	94	4	9	N/A	1	3	N/A	7	6	N/A	122565	1.011708073	0.78	445	0.628106357
48369	13	1	1	N/A	N/A	N/A	N/A	1	1	N/A	9881	1.720473636	0.66	37	0.569707785
48371	13	1	2	N/A	N/A	N/A	N/A	N/A	1	N/A	15907	1.068711888	0.61	51	0.515016133
48373	29	5	3	N/A	N/A	N/A	2	1	N/A	N/A	46192	0.865950814	0.54	173	0.511645319
48375	86	12	12	5	2	11	1	9	5	1	122276	1.177663646	0.71	572	0.50577482
48377	6	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	7040	0.994318182	0.47	30	0.349423077
48379	8	N/A	1	N/A	N/A	N/A	N/A	1	1	N/A	11029	0.997370569	0.61	34	0.603069205
48381	86	2	3	N/A	2	3	1	9	2	N/A	128684	0.839265177	0.78	386	0.631100387
48383	4	1	1	N/A	1	N/A	N/A	N/A	1	N/A	3746	2.135611319	0.62	18	0.472268908
48385	6	1	1	N/A	N/A	N/A	N/A	1	N/A	N/A	3359	2.67936886	0.34	39	0.632728772
48387	12	1	2	N/A	N/A	N/A	N/A	N/A	1	N/A	12472	1.282873637	0.62	55	0.651347882
