FIPS	relig	civic	bus	pol	prof	labor	bowl	fitns	golf	sport	pop	respn	nccs	assn	pvote
19107	15	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	10225	1.662591687	0.77	84	0.713067028
19109	30	1	3	N/A	N/A	1	N/A	1	4	N/A	15224	2.627430373	0.76	194	0.743955311
19111	37	6	3	N/A	N/A	6	1	5	2	N/A	35210	1.704061346	0.8	247	0.774215999
19113	142	27	12	3	1	28	5	30	8	4	217819	1.19365161	0.81	1105	0.766969044
19115	11	N/A	1	N/A	N/A	N/A	N/A	N/A	2	N/A	11179	1.252348153	0.69	86	0.65967335
19117	13	N/A	1	N/A	N/A	N/A	N/A	1	1	N/A	8673	1.844805719	0.78	72	0.686299413
19119	27	1	1	N/A	N/A	1	N/A	N/A	3	N/A	11695	2.821718683	0.77	113	0.760130795
19121	17	2	2	N/A	N/A	N/A	N/A	1	1	N/A	15611	1.473320095	0.8	122	0.726382686
19123	29	4	2	1	N/A	1	1	3	3	N/A	22342	1.969385015	0.78	159	0.686841275
19125	50	4	3	N/A	N/A	1	2	5	3	N/A	33257	2.044682323	0.82	345	0.719217632
19127	34	3	4	N/A	N/A	4	1	N/A	4	N/A	40896	1.222613459	0.8	236	0.685952792
19129	9	2	1	N/A	N/A	N/A	1	2	3	N/A	14754	1.220008133	0.78	81	0.672071568
19131	14	5	2	N/A	N/A	N/A	1	1	1	N/A	10788	2.224694105	0.84	87	0.753642742
19133	9	N/A	2	N/A	N/A	N/A	N/A	1	4	N/A	8979	1.781935628	0.72	64	0.689244186
19135	8	1	2	N/A	N/A	N/A	N/A	N/A	1	N/A	7965	1.506591337	0.78	57	0.747171284
19137	15	2	3	N/A	N/A	N/A	N/A	1	2	N/A	10438	2.203487258	0.81	130	0.641025641
19139	34	3	4	N/A	N/A	2	1	3	2	N/A	42939	1.14115373	0.8	278	0.663249975
19141	31	3	2	N/A	N/A	N/A	1	3	3	N/A	14066	3.05701692	0.76	116	0.704578174
19143	15	1	1	N/A	N/A	N/A	1	N/A	N/A	N/A	6203	2.901821699	0.74	59	0.688510455
19145	32	3	2	N/A	N/A	N/A	1	1	3	N/A	15543	2.702181046	0.76	116	0.645128953
19147	18	N/A	1	N/A	N/A	N/A	N/A	N/A	2	N/A	9105	2.306425041	0.71	86	0.713743245
19149	30	4	2	N/A	N/A	N/A	3	3	5	N/A	24851	1.891271981	0.77	153	0.714246318
19151	16	N/A	1	N/A	N/A	1	1	N/A	4	N/A	7125	3.228070175	0.81	79	0.713249602
19153	262	47	73	15	32	51	8	73	12	6	460341	1.257763267	0.79	9392	0.811074572
19155	66	10	3	1	2	4	3	8	5	N/A	93207	1.094338408	0.77	386	0.669891996
19157	22	4	2	N/A	N/A	N/A	2	2	4	N/A	18701	1.925030747	0.75	145	0.668610497
19159	8	N/A	1	N/A	N/A	N/A	1	N/A	2	N/A	5033	2.384263859	0.76	48	0.809909629
19161	22	1	2	1	N/A	1	N/A	1	2	N/A	10043	2.987155233	0.76	81	0.67763832
19163	100	20	10	N/A	2	15	4	26	6	2	171437	1.07911361	0.79	904	0.704766738
19165	18	2	1	N/A	N/A	N/A	1	N/A	2	N/A	11962	2.006353453	0.78	122	0.700183605
19167	74	3	5	N/A	N/A	N/A	2	4	6	N/A	34699	2.709011787	0.81	252	0.835892978
19169	70	17	18	N/A	1	1	1	15	5	1	95456	1.351407979	0.82	551	0.692862706
19171	19	1	2	N/A	N/A	N/A	N/A	1	3	N/A	17400	1.494252874	0.79	121	0.736502491
19173	9	N/A	2	N/A	N/A	N/A	1	N/A	N/A	N/A	6150	1.951219512	0.77	45	0.672127469
19175	10	3	1	N/A	N/A	1	1	2	3	N/A	12626	1.663234595	0.79	95	0.732087993
19177	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	7415	0.8091706	0.71	72	0.671875
19179	32	5	N/A	N/A	N/A	4	2	3	2	N/A	35240	1.362088536	0.78	245	0.657549097
19181	37	1	4	1	1	1	N/A	9	7	N/A	47979	1.271389566	0.81	225	0.778547539
19183	32	4	5	N/A	N/A	N/A	N/A	4	3	N/A	22087	2.173224068	0.79	169	0.752564629
19185	8	N/A	1	N/A	N/A	N/A	1	2	N/A	N/A	6387	1.878816346	0.76	68	0.734735242
19187	35	4	1	N/A	N/A	5	2	8	2	N/A	37053	1.538336977	0.78	256	0.7021881
19189	16	N/A	2	N/A	N/A	N/A	1	1	2	N/A	10606	2.074297567	0.76	102	0.753309572
19191	29	3	3	N/A	1	N/A	N/A	3	5	N/A	20750	2.120481928	0.85	192	0.729690586
19193	89	14	5	N/A	2	12	2	9	8	3	102486	1.405069961	0.76	619	0.690422514
19195	13	N/A	1	N/A	N/A	N/A	1	N/A	2	N/A	7608	2.234490011	0.81	71	0.728351955
19197	27	1	3	N/A	N/A	1	2	2	3	N/A	12872	3.029832194	0.77	128	0.674763543
20001	16	1	2	N/A	N/A	N/A	1	N/A	1	N/A	12912	1.626394052	0.78	99	0.607273559
20003	9	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	7877	1.523422623	0.73	44	0.618239463
20005	18	3	2	N/A	N/A	2	1	3	1	N/A	16491	1.819174095	0.76	117	0.611844518
20007	13	1	2	N/A	N/A	N/A	N/A	1	1	N/A	4870	3.696098563	0.76	53	0.710251688
20009	33	7	5	1	N/A	2	1	5	5	N/A	27258	2.164502165	0.79	206	0.60020895
20011	22	4	2	N/A	N/A	1	N/A	N/A	N/A	N/A	14776	1.962642122	0.71	97	0.568752274
20013	16	N/A	3	N/A	N/A	N/A	N/A	1	1	N/A	9804	2.141982864	0.77	103	0.598381538
20015	60	7	7	N/A	N/A	2	1	3	5	N/A	66183	1.284317725	0.79	277	0.625104843
20017	3	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2683	1.490868431	0.67	22	0.648800408
20019	4	N/A	1	1	N/A	N/A	N/A	1	N/A	N/A	3474	2.014968336	0.61	27	0.648111332
20021	24	4	2	N/A	1	N/A	N/A	1	2	N/A	20748	1.638712165	0.67	115	0.694683093
20023	6	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2687	2.977298102	0.7	41	0.747379455
20025	5	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2120	2.830188679	0.65	25	0.656552615
20027	17	3	3	N/A	N/A	N/A	1	N/A	1	N/A	8337	2.998680581	0.79	60	0.625487867
20029	21	3	3	N/A	N/A	1	1	1	1	N/A	9331	3.322259136	0.74	87	0.645048482
20031	7	2	2	N/A	N/A	1	1	N/A	2	N/A	8444	1.776409285	0.75	59	0.636571056
20033	8	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	1949	5.130836326	0.62	18	0.741214058
20035	46	9	3	N/A	N/A	N/A	1	N/A	2	N/A	35920	1.698218263	0.75	185	0.608192171
20037	38	3	4	N/A	N/A	1	1	2	1	N/A	39374	1.269873521	0.73	225	0.62694018
20039	7	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2890	3.460207612	0.61	38	0.753937008
20041	31	3	5	N/A	1	2	N/A	N/A	1	N/A	19360	2.22107438	0.77	143	0.615867667
20043	10	N/A	1	N/A	N/A	N/A	N/A	2	N/A	N/A	7846	1.656895233	0.67	41	0.713716443
20045	72	11	8	2	9	2	2	16	4	N/A	116463	1.081888669	0.78	622	0.611349553
20047	2	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	3022	1.323626737	0.75	34	0.720978657
20049	5	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2693	2.227998515	0.6	20	0.726645435
20051	23	5	4	N/A	N/A	N/A	1	3	2	N/A	29006	1.310073778	0.81	202	0.64112528
20053	14	N/A	2	N/A	1	1	1	N/A	N/A	N/A	6375	2.980392157	0.72	64	0.652079827
20055	26	5	5	N/A	N/A	N/A	2	1	1	N/A	37147	1.076802972	0.72	149	0.549479797
20057	21	5	3	N/A	N/A	N/A	1	3	1	N/A	34865	0.975190019	0.68	166	0.547358775
20059	24	6	2	N/A	N/A	N/A	N/A	1	1	N/A	25614	1.327399079	0.77	156	0.642351978
20061	18	4	3	N/A	N/A	1	1	1	N/A	N/A	36722	0.762485703	0.69	152	0.532658881
20063	9	1	1	N/A	N/A	N/A	N/A	1	N/A	N/A	2706	4.4345898	0.73	42	0.718441558
20065	5	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2555	2.739726027	0.79	41	0.667663179
20067	12	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7792	1.925051335	0.66	48	0.560797665
20069	14	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	6095	2.625102543	0.73	39	0.659259259
20071	4	N/A	1	N/A	N/A	N/A	1	N/A	1	N/A	1305	5.363984674	0.61	18	0.70230608
20073	8	1	1	N/A	N/A	N/A	N/A	N/A	2	N/A	6311	1.901441927	0.72	50	0.433353746
20075	6	N/A	2	N/A	N/A	N/A	1	N/A	N/A	N/A	2593	3.470883147	0.52	16	0.685691947
20077	13	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	5832	2.743484225	0.78	51	0.562912347
20079	54	4	2	N/A	2	N/A	2	1	2	N/A	34797	1.925453344	0.8	199	0.646699543
20081	8	1	N/A	N/A	N/A	N/A	1	N/A	1	N/A	4073	2.700712006	0.64	34	0.57377723
20083	2	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1914	1.567398119	0.6	14	0.7001321
20085	12	N/A	2	N/A	N/A	N/A	N/A	1	1	N/A	13464	1.18835413	0.78	63	0.635833524
20087	20	3	1	N/A	N/A	N/A	N/A	N/A	2	N/A	18854	1.379017715	0.77	87	0.617477075
20089	8	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3030	2.97029703	0.69	32	0.628727425
20091	273	28	33	4	28	10	6	94	25	4	573964	0.879846123	0.81	2705	0.715440519
20093	6	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3941	1.776198934	0.64	24	0.624324324
20095	12	2	3	N/A	N/A	N/A	1	N/A	1	N/A	7708	2.464971458	0.78	61	0.590460526
20097	12	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2530	5.533596838	0.64	39	0.708359133
20099	18	4	2	N/A	N/A	1	N/A	N/A	3	N/A	20876	1.341253114	0.73	112	0.490899096
20101	5	1	2	N/A	N/A	N/A	1	N/A	N/A	N/A	1687	5.334914049	0.69	21	0.68285504
20103	43	5	3	2	N/A	N/A	1	5	3	N/A	78784	0.78696182	0.77	268	0.630528096
20105	7	2	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3153	3.488740882	0.76	35	0.661758144
20107	7	N/A	1	N/A	N/A	1	N/A	N/A	1	N/A	9496	1.053074979	0.65	42	0.619900083
20109	4	1	1	N/A	N/A	N/A	1	1	1	N/A	2793	3.222341568	0.71	25	0.707918196
20111	27	5	2	N/A	N/A	1	1	2	1	N/A	33243	1.173179316	0.78	201	0.582136379
20113	55	4	6	1	1	2	1	4	2	N/A	29161	2.606220637	0.81	232	0.784197436
20115	31	3	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12208	3.030799476	0.77	92	0.693372645
20117	18	4	2	N/A	N/A	1	1	1	1	N/A	9998	2.800560112	0.8	121	0.674915158
20119	13	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	4367	3.434852301	0.67	42	0.556134071
20121	30	6	3	N/A	N/A	N/A	N/A	3	2	N/A	32740	1.343921808	0.77	179	0.68168678
20123	12	1	2	N/A	N/A	N/A	1	2	1	N/A	6255	3.037569944	0.73	82	0.695846046
20125	53	4	6	1	N/A	5	1	5	3	N/A	33977	2.295670601	0.68	183	0.610082052
20127	12	N/A	2	N/A	N/A	N/A	N/A	1	1	N/A	5678	2.817893625	0.64	51	0.643395279
20129	8	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3075	3.25203252	0.54	27	0.652706844
20131	10	2	3	N/A	N/A	N/A	N/A	N/A	2	N/A	10175	1.670761671	0.8	78	0.667109105
20133	22	3	5	1	N/A	N/A	1	1	3	N/A	16390	2.196461257	0.75	104	0.56445993
20135	9	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3083	3.567953292	0.62	35	0.695568401
20137	11	2	2	N/A	N/A	N/A	N/A	N/A	1	N/A	5525	2.895927602	0.74	67	0.690525691
20139	16	1	2	N/A	N/A	N/A	N/A	N/A	2	N/A	15955	1.316201818	0.73	92	0.636967349
20141	10	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3763	2.923199575	0.67	45	0.626235094
20143	8	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	6054	1.816980509	0.8	56	0.664627238
20145	9	3	1	N/A	N/A	N/A	N/A	N/A	1	N/A	6884	2.033701336	0.81	62	0.657921292
20147	13	2	1	N/A	N/A	1	N/A	1	N/A	N/A	5483	3.282874339	0.77	69	0.660401648
20149	18	2	3	N/A	N/A	N/A	N/A	3	2	N/A	22849	1.225436562	0.78	110	0.704810767
20151	16	3	2	N/A	N/A	1	N/A	2	2	N/A	9770	2.661207779	0.82	82	0.619964117
20153	8	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2555	3.913894325	0.6	25	0.696239151
20155	76	7	5	N/A	1	6	N/A	4	2	N/A	63781	1.583543689	0.8	292	0.587194345
20157	17	2	2	N/A	N/A	N/A	N/A	1	1	N/A	4773	4.818772261	0.75	47	0.706842105
20159	18	2	2	N/A	N/A	N/A	N/A	N/A	2	N/A	10008	2.398081535	0.78	74	0.472407598
20161	53	12	10	1	N/A	4	1	5	4	N/A	74675	1.205222631	0.76	423	0.609415162
20163	9	N/A	1	N/A	N/A	N/A	2	N/A	1	N/A	5171	2.514020499	0.7	48	0.658634538
20165	5	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	3187	2.510197678	0.66	42	0.680537495
20167	11	4	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7001	2.428224539	0.67	66	0.716845878
20169	59	10	4	N/A	3	2	1	5	2	N/A	55650	1.545372866	0.84	340	0.592845914
20171	8	2	1	N/A	N/A	N/A	N/A	1	1	N/A	4976	2.612540193	0.79	45	0.663862828
20173	350	27	22	4	14	31	8	42	10	3	509294	1.003349735	0.77	1965	0.666602276
20175	19	3	2	N/A	N/A	N/A	1	1	2	N/A	23296	1.201923077	0.56	125	0.508497888
20177	149	38	38	8	28	22	2	17	8	1	178537	1.741935845	0.79	1174	0.693497217
20179	7	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2541	3.935458481	0.71	29	0.730538922
20181	9	3	1	N/A	N/A	N/A	N/A	1	1	N/A	6063	2.474022761	0.64	51	0.666074149
20183	14	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3739	4.279219043	0.77	78	0.656391953
20185	12	2	2	N/A	N/A	N/A	N/A	N/A	1	N/A	4296	3.95716946	0.67	54	0.670189504
20187	5	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2127	3.291020216	0.62	14	0.615072934
20189	10	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5845	1.881950385	0.62	43	0.698249228
20191	34	4	2	N/A	1	N/A	3	N/A	N/A	N/A	23498	1.872499787	0.75	124	0.582043935
20193	16	N/A	2	N/A	1	1	1	N/A	1	N/A	7855	2.800763845	0.71	78	0.769605671
20195	7	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	2916	3.086419753	0.84	25	0.701777778
20197	12	N/A	1	N/A	N/A	N/A	N/A	2	N/A	N/A	6988	2.14653692	0.72	42	0.720555801
20199	4	1	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	1514	3.963011889	0.66	22	0.727438469
20201	19	1	1	N/A	N/A	N/A	N/A	N/A	2	N/A	5628	4.086709311	0.73	76	0.708088235
20203	8	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2174	4.599816007	0.62	18	0.697033898
20205	15	1	4	N/A	N/A	1	N/A	N/A	1	N/A	8988	2.447708055	0.62	65	0.635928144
20207	4	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3157	2.2172949	0.68	24	0.635485288
20209	133	11	5	N/A	2	11	2	6	1	2	162147	1.066933092	0.72	662	0.602531826
21001	7	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	18967	0.421785206	0.79	37	0.595517944
21003	7	1	2	N/A	N/A	N/A	N/A	N/A	1	N/A	20436	0.538265805	0.77	61	0.536577993
21005	19	N/A	1	N/A	N/A	1	N/A	N/A	1	N/A	21886	1.005208809	0.78	74	0.627889998
21007	11	N/A	1	N/A	N/A	1	N/A	N/A	1	N/A	8213	1.704614635	0.8	20	0.638210716
21009	27	2	2	N/A	1	1	1	2	2	N/A	43073	0.882223202	0.81	116	0.583277592
21011	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	12164	0.493258796	0.77	38	0.471193416
21013	22	3	1	N/A	1	1	N/A	3	N/A	N/A	27713	1.118608595	0.44	88	0.48002835
21015	64	2	1	N/A	N/A	9	2	13	3	1	126190	0.75283303	0.81	340	0.601328371
21017	19	2	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	20019	1.148908537	0.77	96	0.587062833
21019	57	7	2	N/A	1	13	1	3	3	N/A	48709	1.786117555	0.76	271	0.521919009
21021	33	3	2	N/A	2	2	1	5	2	N/A	29788	1.678528266	0.81	185	0.615602766
21023	11	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	N/A	8388	1.430615165	0.83	29	0.525613921
21025	4	N/A	N/A	N/A	N/A	1	N/A	N/A	1	N/A	13433	0.446661207	0.74	52	0.441505774
21027	20	1	1	N/A	N/A	N/A	N/A	1	1	N/A	19899	1.206090758	0.67	65	0.560447289
21029	36	3	3	1	N/A	1	N/A	7	4	N/A	78041	0.704757756	0.8	154	0.598159163
21031	17	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	12879	1.552915599	0.76	33	0.570140845
21033	19	3	2	N/A	N/A	1	1	N/A	1	N/A	12744	2.118644068	0.85	69	0.596802118
21035	35	1	4	N/A	N/A	1	N/A	1	2	N/A	38221	1.151199602	0.76	154	0.58240272
21037	48	6	1	1	1	4	5	11	2	N/A	91737	0.861157439	0.78	326	0.631564882
21039	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4974	1.005227181	0.81	20	0.662702429
21041	12	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10751	1.209189843	0.78	46	0.492571276
21043	12	1	1	N/A	N/A	1	1	2	N/A	N/A	27240	0.660792952	0.75	80	0.471972025
21045	6	N/A	1	N/A	N/A	N/A	N/A	1	1	N/A	15844	0.568038374	0.77	41	0.568455436
21047	66	13	3	1	1	1	1	6	3	N/A	73965	1.284391266	0.73	249	0.500821205
21049	33	1	2	N/A	N/A	3	N/A	1	3	N/A	35710	1.204144497	0.79	123	0.5950745
21051	12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21123	0.568101122	0.71	50	0.505165925
21053	4	N/A	N/A	N/A	N/A	N/A	1	1	2	N/A	10195	0.784698382	0.55	26	0.589031912
21055	16	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	9192	2.067014795	0.81	37	0.602752581
21057	3	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6748	0.592768228	0.76	21	0.548318924
21059	88	13	6	N/A	1	9	3	11	5	N/A	98336	1.383013342	0.82	412	0.621595676
21061	3	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	12031	0.415593051	0.77	20	0.538408304
21063	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7647	0.261540473	0.55	10	0.478651237
21065	14	2	N/A	N/A	N/A	1	N/A	N/A	1	N/A	14435	1.246969172	0.8	54	0.506052323
21067	193	37	31	5	21	16	3	48	8	1	311399	1.165707019	0.75	1849	0.641064689
21069	9	N/A	N/A	N/A	N/A	N/A	1	1	1	N/A	14510	0.827015851	0.79	93	0.554415572
21071	21	N/A	2	N/A	N/A	4	N/A	N/A	N/A	N/A	38095	0.70875443	0.73	156	0.496515389
21073	43	8	21	5	15	7	1	4	2	N/A	49992	2.120339254	0.78	448	0.679804247
21075	7	N/A	1	N/A	N/A	1	N/A	N/A	1	N/A	6250	1.6	0.79	39	0.483248929
21077	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8606	0.232396003	0.74	23	0.51618887
21079	11	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16934	0.767686312	0.79	35	0.595156
21081	18	N/A	N/A	N/A	N/A	1	N/A	1	1	N/A	24846	0.845206472	0.81	75	0.533829457
21083	39	N/A	2	N/A	N/A	N/A	1	3	2	N/A	37654	1.248207362	0.8	170	0.640196564
21085	15	2	N/A	N/A	N/A	1	1	2	N/A	N/A	26144	0.803243574	0.75	95	0.525745718
21087	16	2	1	N/A	N/A	N/A	N/A	N/A	1	N/A	11047	1.810446275	0.84	27	0.570824027
21089	27	2	N/A	N/A	1	6	N/A	1	3	N/A	36299	1.101958732	0.77	110	0.547423127
21091	11	N/A	N/A	N/A	N/A	2	N/A	N/A	1	N/A	8720	1.605504587	0.84	29	0.641726172
21093	82	4	3	N/A	2	5	1	11	3	N/A	108463	1.023390465	0.8	389	0.559729398
21095	22	1	2	N/A	N/A	2	1	1	2	N/A	28056	1.104932991	0.76	81	0.530199005
21097	20	1	1	N/A	N/A	N/A	1	1	1	N/A	18643	1.340985893	0.79	69	0.55734516
21099	18	N/A	2	N/A	N/A	N/A	N/A	2	1	N/A	18533	1.241029515	0.81	50	0.524265696
21101	40	5	4	N/A	N/A	4	1	3	1	N/A	46432	1.249138525	0.82	172	0.579925882
21103	18	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	15573	1.348487767	0.76	57	0.587710693
21105	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	4707	1.487146803	0.78	19	0.598154362
21107	74	5	2	1	1	5	1	1	2	N/A	46304	1.986869385	0.79	232	0.611697354
21109	2	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13324	0.22515761	0.54	30	0.532905128
21111	460	65	50	6	18	53	6	77	28	N/A	760621	1.003127707	0.76	3611	0.645494187
21113	45	1	1	N/A	N/A	N/A	1	6	5	N/A	50988	1.157135012	0.77	173	0.613657318
21115	10	2	1	N/A	N/A	1	1	1	N/A	N/A	23239	0.688497784	0.78	78	0.527191037
21117	65	15	4	2	4	9	1	22	5	N/A	164045	0.774177817	0.8	606	0.587703232
21119	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15913	0.377050211	0.74	31	0.484716901
21121	22	N/A	N/A	N/A	N/A	3	N/A	1	1	N/A	31727	0.851010181	0.7	60	0.49182507
21123	17	1	2	N/A	N/A	1	N/A	2	1	N/A	14172	1.693480102	0.81	44	0.582634186
21125	34	2	2	N/A	N/A	1	N/A	1	2	N/A	60036	0.699580252	0.75	154	0.528428251
21127	8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15783	0.506874485	0.78	30	0.476888965
21129	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6777	0.442673749	0.76	38	0.495092488
21131	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10882	0.551369234	0.9	25	0.564424173
21133	13	2	N/A	N/A	N/A	1	N/A	N/A	2	N/A	23365	0.770383052	0.78	99	0.540917794
21135	4	1	N/A	N/A	N/A	1	N/A	N/A	N/A	N/A	13835	0.433682689	0.83	25	0.485345003
21137	28	N/A	2	N/A	N/A	N/A	N/A	1	1	N/A	24484	1.306975984	0.81	65	0.530059076
21139	10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	9355	1.282736505	0.81	38	0.612242128
21141	39	N/A	2	N/A	1	2	N/A	N/A	2	N/A	26882	1.711182204	0.8	102	0.617037515
21143	10	N/A	1	N/A	N/A	1	N/A	N/A	N/A	N/A	8392	1.42993327	0.82	27	0.632454695
21145	79	10	4	1	N/A	17	N/A	6	2	N/A	65300	1.822358346	0.79	344	0.617291684
21147	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	17886	0.3354579	0.53	39	0.521902149
21149	17	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	9451	2.010369273	0.76	37	0.626865672
21151	54	4	6	N/A	3	1	1	8	4	N/A	86687	0.934396161	0.77	339	0.590543367
21153	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12946	0.231731809	0.46	42	0.48786794
21155	9	N/A	1	N/A	N/A	2	N/A	N/A	2	N/A	19199	0.729204646	0.77	55	0.581624543
21157	45	3	2	N/A	N/A	7	N/A	4	2	N/A	31047	2.029181563	0.83	129	0.653841354
21159	5	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	12524	0.479080166	0.5	26	0.474677259
21161	20	4	1	N/A	1	1	N/A	1	4	N/A	17120	1.869158879	0.81	118	0.562402942
21163	15	1	1	N/A	N/A	N/A	N/A	3	N/A	N/A	29260	0.683526999	0.77	61	0.571368752
21165	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6304	0.475888325	0.74	19	0.501931994
21167	26	1	1	N/A	N/A	2	N/A	2	2	N/A	21388	1.589676454	0.76	86	0.602546226
21169	5	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	9992	0.800640512	0.81	26	0.561836981
21171	10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10707	0.933968432	0.78	46	0.565269176
21173	18	1	N/A	N/A	N/A	1	1	3	2	N/A	27366	0.950084046	0.76	91	0.538659658
21175	3	1	1	N/A	N/A	1	N/A	N/A	1	N/A	13326	0.525288909	0.78	47	0.501345291
21177	60	2	2	N/A	N/A	2	1	1	2	N/A	31243	2.240501872	0.8	87	0.574423953
21179	32	1	1	N/A	1	2	1	6	5	N/A	44800	1.09375	0.82	146	0.607022371
21181	8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7088	1.128668172	0.79	21	0.479383358
21183	29	1	2	N/A	N/A	2	N/A	1	N/A	N/A	24050	1.455301455	0.83	64	0.583969004
21185	35	2	1	1	1	1	N/A	2	5	N/A	64237	0.747232903	0.82	226	0.683625383
21187	11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	10633	1.222608859	0.76	35	0.587924139
21189	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	4511	0.665041011	0.53	22	0.451815842
21191	15	N/A	1	N/A	N/A	N/A	N/A	N/A	2	N/A	14433	1.247141966	0.83	51	0.553732239
21193	18	1	1	N/A	N/A	2	1	N/A	1	N/A	27626	0.868746833	0.74	105	0.49965847
21195	35	N/A	2	N/A	N/A	4	1	1	1	N/A	62835	0.700246678	0.77	163	0.502679711
21197	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	12385	0.807428341	0.78	38	0.480897188
21199	50	N/A	3	N/A	N/A	N/A	1	5	3	N/A	63798	0.971817298	0.79	214	0.585363108
21201	3	N/A	N/A	N/A	N/A	2	N/A	N/A	N/A	N/A	2188	2.285191956	0.85	2	0.543604651
21203	10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	16835	0.653400653	0.58	34	0.529607225
21205	17	1	2	N/A	N/A	N/A	N/A	2	N/A	N/A	23681	0.929014822	0.78	113	0.567735723
21207	14	N/A	N/A	N/A	N/A	1	1	1	1	N/A	17769	1.013000169	0.78	52	0.59798881
21209	39	1	2	N/A	N/A	N/A	N/A	3	2	N/A	51327	0.915697391	0.79	174	0.62630906
